name,lat,long,address,rating,num_review
Pann Auto Performance,32.829617,-117.1507059," 7960, Ronson Road, San Diego, San Diego County, California, 92111, United States of America",5,2
New Generation Autos,32.795293,-117.1945129," 3040, Clairemont Drive, Old Town, San Diego, San Diego County, California, 92117, United States of America",3,4
AutoZone,32.74656248,-117.2487712," 1950, Cable Street, Old Town, San Diego, San Diego County, California, 92107, United States of America",5,1
CARQUEST Auto Parts,32.820486,-117.1540259," 7832, Armour Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",5,1
More Cash for Your Car,32.570185,-116.9991169," 1568, Heritage Road, San Ysidro, San Diego, San Diego County, California, 92154, United States of America",5,1
Platinum Auto Sports,32.692442,-117.1247629," 3210, Main Street, San Diego, San Diego County, California, 92136, United States of America",5,1
Foreign Speedo,32.7496566,-117.1063272," University Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",5,1
Your Choice Car,32.87732661,-117.1862695," 5650, Eastgate Mall, San Diego, San Diego County, California, 92121, United States of America",5,1
MyCarHybrid,32.882483,-117.1807889," 8575, Miramar Place, San Diego, San Diego County, California, 92121, United States of America",5,1
Ecology Auto Parts,32.57796801,-116.9968327," 981, Heritage Road, San Diego, San Diego County, California, 92154, United States of America",5,1
Best Buy Auto Sales,32.75487,-117.1203739," 4286, 34th Street, North Park, San Diego, San Diego County, California, 92104, United States of America",3,2
Carz,32.750588,-117.2092289," 3196, Midway Drive, Old Town, San Diego, San Diego County, California, 92110, United States of America",2,3
Speed Alliance,32.837182,-117.1390669," 5595, Magnatron Boulevard, San Diego, San Diego County, California, 92111, United States of America",4,1
Team Power Tires,32.762497,-117.0657279," 6130, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",2,2
Option Motors Inc,32.895273,-117.1229339," 9485, Black Mountain Road, San Diego, San Diego County, California, 92126, United States of America",1,2
Best Quality Auto Inc,32.87801857,-117.1854937," 5756, Autoport Mall, San Diego, San Diego County, California, 92121, United States of America",1,1
Sunshine Car Finance,32.894162,-117.1478309," 7955, Arjons Drive, San Diego, San Diego County, California, 92126, United States of America",1,1
CARQUEST Auto Parts,32.708658,-117.1508859," 1452, K Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
AutoZone,32.706001,-117.1436779," 2211, Imperial Avenue, North Park, San Diego, San Diego County, California, 92113, United States of America",-1,-1
AutoZone,32.695654,-117.1323929," 2865, National Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
AutoZone,32.750657,-117.1297989," 4005, 30th Street, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
AutoZone,32.692825,-117.1033399," 1304, South 43rd Street, San Diego, San Diego County, California, 92113, United States of America",-1,-1
AutoZone,32.74978418,-117.1114369," 3842, University Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
CARQUEST Auto Parts,32.75563,-117.1064179," 4144, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
AutoZone,32.72133767,-117.0858295," 5073, Federal Boulevard, San Diego, San Diego County, California, 92102, United States of America",-1,-1
AutoZone,32.721786,-117.0853059," 5090, Federal Boulevard, San Diego, San Diego County, California, 92102, United States of America",-1,-1
NAPA Auto Parts - Genuine Parts Company (La-685),32.76871033,-117.2018082," 1171, West Morena Boulevard, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
CARQUEST Auto Parts,32.7712,-117.2016219," 1277, Morena Boulevard, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
AutoZone,32.757148,-117.0865299," 5006, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
AutoZone,32.750232,-117.0699779," 5921, University Avenue, San Diego, San Diego County, California, 92115, United States of America",-1,-1
CARQUEST Auto Parts,32.752855,-117.0614109," 4149, Cartagena Drive, San Diego, San Diego County, California, 92115, United States of America",-1,-1
AutoZone,32.7906585,-117.0981985," AutoZone Mission Gorge, 6424, Mission Gorge Road, San Diego, San Diego County, California, 92120, United States of America",-1,-1
AutoZone,32.6890866,-117.045757," 6905, Paradise Valley Road, San Diego, San Diego County, California, 92139, United States of America",-1,-1
CARQUEST Auto Parts,32.818054,-117.1508319," 8050, Othello Avenue, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
AutoZone,32.819955,-117.1764819," 6085, Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Parkhouse Tire Inc,32.825924,-117.1588609," 4660, Ruffner Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
AutoZone,32.82284859,-117.1004635," 10645, Tierrasanta Boulevard, San Diego, San Diego County, California, 92124, United States of America",-1,-1
AutoZone,32.584343,-117.1051889," 1344, Palm Avenue, Palm City, South San Diego, San Diego, San Diego County, California, 91932, United States of America",-1,-1
Premier Auto Wholesale,32.583517,-117.0978169," 1659, Palm Avenue, Palm City, South San Diego, San Diego, San Diego County, California, 92154, United States of America",-1,-1
AutoZone,32.5836761,-117.0616137," 3321, Palm Avenue, Otay Mesa West, South San Diego, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Miramar Car Center,32.893431,-117.1188469," 9799, Miramar Road, San Diego, San Diego County, California, 92126, United States of America",-1,-1
Certi-Fit Auto Body Parts,32.571594,-117.0019779," 1440, Innovative Drive, San Ysidro, San Diego, San Diego County, California, 92154, United States of America",-1,-1
NAPA Auto Parts - South Bay Truck Parts (La-265),32.5683103,-116.9968876," Otay Mesa Road, San Ysidro, San Diego, San Diego County, California, 92173, United States of America",-1,-1
Prime Auto Imports,32.793369,-117.0965519," 4540, Zion Avenue, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Auto Radio Specialists Inc.,32.723533,-117.1677629," 1746, Columbia Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
A 1 Rent A Car,32.730954,-117.1720699," 2559, Kettner Boulevard, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
NAPA Auto Parts - Genuine Parts Company (La-696),32.711987,-117.1324639," 2860, Market Street, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Oil Filter Services Inc,32.693098,-117.1373829," 2636, Main Street, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Autoworld,32.72097948,-117.0986296," 4455, Federal Boulevard, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Rising Sun Import Parts,32.755564,-117.1100749," 3912, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Auto Gallery,32.75030459,-117.2109768," 3309, Midway Drive, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
CARQUEST Auto Parts,32.77811,-117.1944989," 4990, Sky Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Car Audio Heaven,32.756576,-117.087749," 4951, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Fleet Services Inc,32.72898,-117.0643969," 6176, Federal Boulevard, Lemon Grove, San Diego County, California, 92114, United States of America",-1,-1
Del Norte Autosales,32.75903067,-117.0720819," 5824, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
American Factory Wheel,32.784802,-117.1003519," 4341, Twain Avenue, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
NAPA Auto Parts,32.754382,-117.0576269," 6415, University Avenue, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Speed One Motors Inc,32.755502,-117.0513389," 6760, University Avenue, San Diego, San Diego County, California, 92115, United States of America",-1,-1
San Diego Tires and Wheel Outlet,32.835655,-117.1523969," Convoy Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
A & A Auto Buyers,32.769003,-117.0496299," 6880, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
M & M Auto Warehouse,32.769386,-117.0473609," 4982, 70th Street, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Ivan's Trucks & Cars,32.807487,-117.2187569," 2909, Damon Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
San Diego Import Center,32.824161,-117.1508699," 7990, Dagget Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Sellmart,32.768502,-117.0415739," 7245, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Surplus Depot,32.82913859,-117.1513984," 7924, Ronson Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
San Diego Volvo,32.831292,-117.1436719," 5316, Kearny Mesa Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Car Audio Heaven Inc,32.832349,-117.1470909," 8199, Clairemont Mesa Boulevard, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Miramar Sports Cars,32.878639,-117.1679909," 6906, Miramar Road, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Truck Covers USA,32.887051,-117.1700009," 8970, Crestmar Point, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Aebs,32.8769613,-117.1827039," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",-1,-1
B & G Suspension Systems,32.89286405,-117.1534577," 9260, Trade Place, San Diego, San Diego County, California, 92126, United States of America",-1,-1
Desert View Auto Auctions,32.565682,-116.9213589," 7277, Otay Mesa Road, Chula Vista, San Diego County, California, 92154, United States of America",-1,-1
Adesa San Diego,32.55824948,-116.988332," 2175, Cactus Road, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Precision Engine Controls,32.914047,-117.2320059," 11661, Sorrento Valley Road, Del Mar, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Innergy Power Corp Inc,32.55303465,-116.9486915," 9051, Siempre Viva Road, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Atttention To Detail Auto Spa,33.00880611,-117.0757964," 16268, Avenida Venusto, San Diego, San Diego County, California, 92128, United States of America",-1,-1
We Pay Cash For Cars,32.715792,-117.158194," 700, Broadway, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Babelli Motors,32.71422533,-117.1600516," 861, 5th Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Beverly Hills Motorcars,32.71422533,-117.1600516," 861, 5th Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
M P S,32.71578911,-117.1625958," 225, Broadway, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
L & R Auto Parks Inc,32.719428,-117.1595819," 1350, 6th Avenue, Hillcrest, San Diego, San Diego County, California, 92103, United States of America",-1,-1
Culbertson Imports,32.710677,-117.1585889," 502, 7th Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
CNC Inc,32.7612949,-117.1978542," Morena Boulevard, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Cash For Trucks,32.71580041,-117.16665," 402, West Broadway, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
P G Auto Parts,32.70586612,-117.1525741," 1313, National Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
JunkCars.com,32.72501637,-117.1699713," 805, West Grape Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
X P Lab Inc,32.726089,-117.1706638," 946, West Hawthorn Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
AutoZone,32.73076894,-117.159496," 2436, 6th Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Downtown Used Tires,32.706179,-117.1351739," 2717, Imperial Avenue, North Park, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Parts Plus Autostore,32.711987,-117.1324639," 2860, Market Street, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Acma Meters,32.70840545,-117.129862," 2981, K Street, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
J&M Tire Shope,32.69662,-117.1385949," 2276, National Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Racemate Alternators,32.714125,-117.1237229," 3272, F Street, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
San Diego Cash For Car,32.743966,-117.1618969," 3636, 4th Avenue, Hillcrest, San Diego, San Diego County, California, 92103, United States of America",-1,-1
Legge Used Cars,32.696295,-117.1256659," 3178, National Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Cars 4 Less,32.748589,-117.1486309," 1644, University Avenue, North Park, Hillcrest, San Diego, San Diego County, California, 92103, United States of America",-1,-1
Auto Exchange 2,32.6929175,-117.1261953," 3150, Main Street, San Diego, San Diego County, California, 92113, United States of America",-1,-1
American Battery Supl,32.74978701,-117.1682369," 525, West Washington Street, Hillcrest, San Diego, San Diego County, California, 92103, United States of America",-1,-1
Lockridge,32.7096,-117.1092719," 3979, Lockridge Street, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Alarm,32.688761,-117.1194949," 3440, Main Street, San Diego, San Diego County, California, 92136, United States of America",-1,-1
Monarch Rental,32.754877,-117.1417289," 2131, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Sun Diego Car Rental & Sales,32.7437524,-117.1918529," Pacific Highway, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
San Diego Tire Shop,32.711716,-117.1024359," 4296, Market Street, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Rosie's Auto Finders,32.74984774,-117.120079," 3420, University Avenue, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Overseas Auto Imports,32.72097948,-117.0986296," 4455, Federal Boulevard, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
K J M Motors,32.72097948,-117.0986296," 4455, Federal Boulevard, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Ze Zemann,32.72097948,-117.0986296," 4455, Federal Boulevard, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Car Co,32.759347,-117.1299199," 4505, 30th Street, North Park, San Diego, San Diego County, California, 92116, United States of America",-1,-1
Auto Sellers,32.755348,-117.12206," 3300, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
TMT Motors,32.75487,-117.1203739," 4286, 34th Street, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
The Kena Group,32.754941,-117.1193159," 3441, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Cimarron Engine Components Inc,32.74925,-117.1109939," 3884, 39th Street, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Value Cars Alliance,32.762091,-117.1310759," 4655, Kansas Street, North Park, San Diego, San Diego County, California, 92116, United States of America",-1,-1
San Diego Auto,32.76638936,-117.1478262," 1561, Camino del Rio South, Mission Valley, San Diego, San Diego County, California, 92108, United States of America",-1,-1
San Diego Oasis,32.769019,-117.1463509," 1702, Camino del Rio North, Mission Valley, San Diego, San Diego County, California, 92108, United States of America",-1,-1
Collins Motor Co,32.755131,-117.114568," 3651, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Quest Cab,32.755489,-117.1069249," 4102, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Howell's Service Auto Parts & Restoration,32.693368,-117.0913239," 4785, Solola Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Wheel Outlet,32.75539325,-117.208725," 3486, Kurtz Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
World Parts Depot,32.755872,-117.2082869," 3425, Hancock Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Michael Motors,32.722538,-117.2298409," 1230, Scott Street, Old Town, San Diego, San Diego County, California, 92106, United States of America",-1,-1
Enet Autos Inc,32.692049,-117.0883809," 1384, Wyconda Way, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Battery R&D,32.778003,-117.1660149," 7201, Courtney Drive, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Schneider Racing Cams,32.768819,-117.1982629," 1235, Cushman Avenue, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
S D Engine-Flow Right,32.76916983,-117.1984041," 1233, Cushman Avenue, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Colcars,32.749351,-117.0911269," 4779, University Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Car Cash Loans,32.756087,-117.0955339," 4600, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Car Co,32.756061,-117.0949789," 4630, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Meyer Motors,32.759678,-117.0974339," 4537, 45th Street, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Blackmore Auto Brokers,32.782528,-117.1510629," 8271, Polizzi Place, Mission Valley, San Diego, San Diego County, California, 92123, United States of America",-1,-1
Car 4 U,32.707716,-117.0753299," 5605, Imperial Avenue, San Diego, San Diego County, California, 92114, United States of America",-1,-1
Qane Pooria,32.707716,-117.0753299," 5605, Imperial Avenue, San Diego, San Diego County, California, 92114, United States of America",-1,-1
Mohammad Moshffeghi,32.748467,-117.0760529," 5556, University Avenue, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Quality Auto,32.748467,-117.0760529," 5556, University Avenue, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Tire Connection,32.757646,-117.0827129," 5240, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Tachs Tachs,32.757671,-117.081008," 5288, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
A-1 Auto Lease,32.748967,-117.2411009," 4694, Voltaire Street, Old Town, San Diego, San Diego County, California, 92107, United States of America",-1,-1
Locke Charlie,32.748967,-117.2411009," 4694, Voltaire Street, Old Town, San Diego, San Diego County, California, 92107, United States of America",-1,-1
Kennedy's Car Sells,32.757802,-117.0777869," 5447, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Mojica Wheels and Tires,32.781357,-117.0998989," 5835, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Balboa Motors,32.78245543,-117.0992427," 5901, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Galaxy Auto Mart,32.78245543,-117.0992427," 5901, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
World Wide Motors,32.78245543,-117.0992427," 5901, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Cali Motors,32.781984,-117.0992559," 5909, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Allen's Motors,32.813991,-117.1521089," 3888, Kearny Mesa Road, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
I & C Group Inc,32.813991,-117.1521089," 3888, Kearny Mesa Road, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Napa Auto Care Center,32.792521,-117.0814389," 5194, Waring Road, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Hoa 4 At Lamont,32.79262579,-117.2327489," 3947, Lamont Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Lundgren Electric,32.812644,-117.1848039," 3967, Mount Everest Boulevard, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Lamont Villas Hoa,32.79478079,-117.2333308," 4061, Lamont Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Aaa Car Sales & Finance,32.768872,-117.0512149," 6810, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
ZAS Motors,32.768872,-117.0512149," 6810, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Twenty-Four Seven Car Keys,32.8218009,-117.1600757," Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Pacific Beach Auto Group,32.806883,-117.2165799," 2950, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Riguero Motors,32.806012,-117.2205259," 2730, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Carz,32.805847,-117.2217849," 2710, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
First Quality Cars,32.805234,-117.2216619," 2667, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Dtg Operations,32.805234,-117.2216619," 2667, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Wabco Products,32.81982567,-117.1531859," 4396, Pepsi Drive, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Graham Enterprises Inc,32.82049,-117.1512459," 7996, Armour Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Southwest Auto Sales,32.82049,-117.1512459," 7996, Armour Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Avanti Auto Sport,32.820492,-117.1506459," 8040, Armour Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Lotus,32.82215,-117.1543569," 7820, Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Automan Co,32.821254,-117.1537649," 7841, Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Discover Auto,32.822246,-117.1579139," 7710, Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Orw Import Parts & Machine Inc,32.8218009,-117.1600757," Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Honor Motors,32.8218009,-117.1600757," Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Cars 4 Less,32.76884833,-117.0432241," 7176, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Southern Counties Oil Co,32.824157,-117.1517349," 7954, Dagget Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Car Plus Team Corporation,32.824161,-117.1508699," 7990, Dagget Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Napa,32.768185,-117.0393869," 7323, El Cajon Boulevard, San Diego, San Diego County, California, 91941, United States of America",-1,-1
Quirk,32.81176,-117.227399," 2404, Loring Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
"JMC Motorsports, Inc",32.828253,-117.1578529," 4783, Ruffner Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
San Diego Auto Credit,32.80758282,-117.0759531," 7571, Mission Gorge Road, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Flawless Rides,32.83073391,-117.158," 7455, Raytheon Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Chassis Masters,32.83078305,-117.1524678," 7847, Raytheon Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Extreme Motors Inc,32.83095745,-117.1514797," 7918, Raytheon Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Top Gear Fine Automobile,32.832298,-117.1502629," 8025, Clairemont Mesa Boulevard, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Millenium Auto Group  Suite 2300,32.832298,-117.1502629," 8025, Clairemont Mesa Boulevard, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Auto Light Pros,32.795216,-117.0529119," 6667, Wandermere Court, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Inter Auto Parts,32.833967,-117.1536659," 5060, Convoy Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
SD Remarketing,32.83453374,-117.1533071," 7777, Convoy Court, San Diego, San Diego County, California, 92111, United States of America",-1,-1
LifeSafer,32.834264,-117.1547799," 7719, Convoy Court, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Air Filter Co,32.83478257,-117.1597478," 7364, Convoy Court, San Diego, San Diego County, California, 92117, United States of America",-1,-1
A & A Auto Buyers,32.791655,-117.0357229," 7535, Blue Lake Drive, San Diego, San Diego County, California, 92119, United States of America",-1,-1
New Level Motor Sports Incorporated,32.83894046,-117.1317142," 9129, Chesapeake Drive, San Diego, San Diego County, California, 92123, United States of America",-1,-1
Emory Bishop Auto Parts,32.836606,-117.1047069," 10340, El Honcho Place, San Diego, San Diego County, California, 92124, United States of America",-1,-1
Cars & Trucks Ltd,32.797498,-117.0317479," 7016, Jackson Drive, San Diego, San Diego County, California, 92119, United States of America",-1,-1
Hassle Free Auto Sales,32.833824,-117.0790569," 11611, Lugar Playa Catalina, San Diego, San Diego County, California, 92124, United States of America",-1,-1
Garage Candy,32.850789,-117.1865869," 6173, Lakewood Street, University City, San Diego, San Diego County, California, 92122, United States of America",-1,-1
Malibu Motors,32.58376972,-117.0984342," 1647, Palm Avenue, Palm City, South San Diego, San Diego, San Diego County, California, 92154, United States of America",-1,-1
S & Al Distributors Inc,32.58437269,-117.0841925," 656, Hollister Street, Palm City, South San Diego, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Toxic Wheel,32.584115,-117.0846159," 2284, Palm Avenue, Palm City, South San Diego, San Diego, San Diego County, California, 92154, United States of America",-1,-1
G & A Auto Sale,32.576017,-117.0686519," 1115, 30th Street, Otay Mesa West, South San Diego, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Auto Solution,32.8770958,-117.1827328," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",-1,-1
All California Auto Parts Supply,32.8770958,-117.1827328," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",-1,-1
NAPA Auto Care Ctr,32.8770958,-117.1827328," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",-1,-1
Vehicles Unlimited,32.879256,-117.1663379," Fly and pay me later, 6920, Miramar Road, San Diego, San Diego County, California, 92121, United States of America",-1,-1
San Diego House Of Imports,32.879821,-117.1674689," 8465, Commerce Avenue, San Diego, San Diego County, California, 92121, United States of America",-1,-1
4obo Motors Inc.,32.879586,-117.1629689," 7084, Miramar Road, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Chariot Autos,32.879518,-117.1732899," 8250, Camino Santa Fe, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Worldpac,32.88443745,-117.1630299," 9586, Distribution Avenue, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Coast Precision,32.881105,-117.1687159," 8626, Commerce Avenue, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Allied Manufacturing Inc,32.883327,-117.1622469," 9679, Distribution Avenue, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Allied Exhaust Systems,32.883327,-117.1622469," 9679, Distribution Avenue, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Rci Asset Management Inc,32.882644,-117.1939729," 5282, Eastgate Mall, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Exotic Line Motors,32.886479,-117.1696529," 7052, Carroll Road, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Used Cars For Sale San Diego,32.8809345,-117.2122935," 4384, Vision Drive, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Ssf Imported Auto Parts Inc,32.887932,-117.1537239," 7750, Formula Place, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Lesjofors North America,32.890151,-117.1635979," 7424, Trade Street, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Cleaire Advanced Emission Controls,32.88865846,-117.1602841," 7485, Trade Street, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Q & N Motors,32.8769613,-117.1827039," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",-1,-1
jl coast,32.8769613,-117.1827039," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",-1,-1
